Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 128.0.0.0,,,22-09-2024 16:17:39,22-09-2024 16:17:40,0.986s,PASSED
"click(findTestObject(""Page_JPetStore Demo/a_Sign In""), STOP_ON_FAILURE)",Chrome 128.0.0.0,,,22-09-2024 16:17:40,22-09-2024 16:17:40,0.488s,PASSED
"setText(findTestObject(""Page_JPetStore Demo/input_Need a user name and password_username""), ""testuser"")",Chrome 128.0.0.0,,,22-09-2024 16:17:40,22-09-2024 16:17:41,0.595s,PASSED
"setText(findTestObject(""Page_JPetStore Demo/input_New password_password""), ""testuser"")",Chrome 128.0.0.0,,,22-09-2024 16:17:41,22-09-2024 16:17:42,0.574s,PASSED
"click(findTestObject(""Page_JPetStore Demo/input_Need a user name and password_signon""))",Chrome 128.0.0.0,,,22-09-2024 16:17:42,22-09-2024 16:17:42,0.666s,PASSED
"click(findTestObject(""Page_JPetStore Demo/FishLink""))",Chrome 128.0.0.0,,,22-09-2024 16:17:42,22-09-2024 16:17:43,0.474s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AngelFish""))",Chrome 128.0.0.0,,,22-09-2024 16:17:43,22-09-2024 16:17:43,0.487s,PASSED
"click(findTestObject(""Page_JPetStore Demo/LargeAngelFish""))",Chrome 128.0.0.0,,,22-09-2024 16:17:43,22-09-2024 16:17:44,0.488s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,22-09-2024 16:17:44,22-09-2024 16:17:44,0.474s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/ContinueButton""), 0)",Chrome 128.0.0.0,,,22-09-2024 16:17:44,22-09-2024 16:17:44,0.256s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,22-09-2024 16:17:44,22-09-2024 16:17:45,0.483s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,22-09-2024 16:17:45,22-09-2024 16:17:45,0.450s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,22-09-2024 16:17:45,22-09-2024 16:17:46,0.262s,PASSED
"click(findTestObject(""Page_JPetStore Demo/signoutlink""))",Chrome 128.0.0.0,,,22-09-2024 16:17:46,22-09-2024 16:17:46,0.622s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,22-09-2024 16:17:46,22-09-2024 16:17:46,0.151s,PASSED
,,,,,,,
Test Cases/PurchaseReptiles,Chrome 128.0.0.0,,,22-09-2024 16:17:46,22-09-2024 16:17:54,8.038s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,22-09-2024 16:17:46,22-09-2024 16:17:48,1.736s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,22-09-2024 16:17:48,22-09-2024 16:17:50,2.256s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ReptilesLink""))",Chrome 128.0.0.0,,,22-09-2024 16:17:50,22-09-2024 16:17:51,0.487s,PASSED
"click(findTestObject(""Page_JPetStore Demo/RattleSnakeLink""))",Chrome 128.0.0.0,,,22-09-2024 16:17:51,22-09-2024 16:17:51,0.476s,PASSED
"click(findTestObject(""Page_JPetStore Demo/VenomlessAddtoCart""))",Chrome 128.0.0.0,,,22-09-2024 16:17:51,22-09-2024 16:17:52,0.478s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,22-09-2024 16:17:52,22-09-2024 16:17:52,0.500s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,22-09-2024 16:17:52,22-09-2024 16:17:53,0.480s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,22-09-2024 16:17:53,22-09-2024 16:17:53,0.478s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,22-09-2024 16:17:53,22-09-2024 16:17:54,0.265s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,22-09-2024 16:17:54,22-09-2024 16:17:54,0.627s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,22-09-2024 16:17:54,22-09-2024 16:17:54,0.146s,PASSED
,,,,,,,
Test Cases/PurchaseAllPet,Chrome 128.0.0.0,,,22-09-2024 16:17:54,22-09-2024 16:18:08,13.697s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,22-09-2024 16:17:55,22-09-2024 16:17:56,1.707s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,22-09-2024 16:17:56,22-09-2024 16:17:59,2.299s,PASSED
"click(findTestObject(""Page_JPetStore Demo/FishLink""))",Chrome 128.0.0.0,,,22-09-2024 16:17:59,22-09-2024 16:17:59,0.486s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AngelFish""))",Chrome 128.0.0.0,,,22-09-2024 16:17:59,22-09-2024 16:17:59,0.483s,PASSED
"click(findTestObject(""Page_JPetStore Demo/LargeAngelFish""))",Chrome 128.0.0.0,,,22-09-2024 16:17:59,22-09-2024 16:18:00,0.503s,PASSED
"click(findTestObject(""Page_JPetStore Demo/DogsLink""))",Chrome 128.0.0.0,,,22-09-2024 16:18:00,22-09-2024 16:18:00,0.476s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BulldogLink""))",Chrome 128.0.0.0,,,22-09-2024 16:18:00,22-09-2024 16:18:01,0.474s,PASSED
"click(findTestObject(""Page_JPetStore Demo/MaleBullDog""))",Chrome 128.0.0.0,,,22-09-2024 16:18:01,22-09-2024 16:18:01,0.497s,PASSED
"click(findTestObject(""Page_JPetStore Demo/CatsLink""))",Chrome 128.0.0.0,,,22-09-2024 16:18:01,22-09-2024 16:18:02,0.474s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ManxCat""))",Chrome 128.0.0.0,,,22-09-2024 16:18:02,22-09-2024 16:18:02,0.470s,PASSED
"click(findTestObject(""Page_JPetStore Demo/TaillessManxAddtoCart""))",Chrome 128.0.0.0,,,22-09-2024 16:18:02,22-09-2024 16:18:03,0.479s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ReptilesLink""))",Chrome 128.0.0.0,,,22-09-2024 16:18:03,22-09-2024 16:18:03,0.461s,PASSED
"click(findTestObject(""Page_JPetStore Demo/RattleSnakeLink""))",Chrome 128.0.0.0,,,22-09-2024 16:18:03,22-09-2024 16:18:04,0.467s,PASSED
"click(findTestObject(""Page_JPetStore Demo/VenomlessAddtoCart""))",Chrome 128.0.0.0,,,22-09-2024 16:18:04,22-09-2024 16:18:04,0.482s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BirdsLink""))",Chrome 128.0.0.0,,,22-09-2024 16:18:04,22-09-2024 16:18:05,0.466s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AmazonParrotLink""))",Chrome 128.0.0.0,,,22-09-2024 16:18:05,22-09-2024 16:18:05,0.454s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ParrotAddtoCart""))",Chrome 128.0.0.0,,,22-09-2024 16:18:05,22-09-2024 16:18:06,0.475s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,22-09-2024 16:18:06,22-09-2024 16:18:06,0.470s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,22-09-2024 16:18:06,22-09-2024 16:18:07,0.485s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,22-09-2024 16:18:07,22-09-2024 16:18:07,0.483s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,22-09-2024 16:18:07,22-09-2024 16:18:07,0.256s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,22-09-2024 16:18:07,22-09-2024 16:18:08,0.620s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,22-09-2024 16:18:08,22-09-2024 16:18:08,0.120s,PASSED
