Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_JPetStore Demo/LargeAngelFish""))",Chrome 128.0.0.0,,,24-09-2024 13:37:27,24-09-2024 13:37:28,0.473s,PASSED
"click(findTestObject(""Page_JPetStore Demo/DogsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:28,24-09-2024 13:37:28,0.518s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BulldogLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:28,24-09-2024 13:37:29,0.517s,PASSED
"click(findTestObject(""Page_JPetStore Demo/MaleBullDog""))",Chrome 128.0.0.0,,,24-09-2024 13:37:29,24-09-2024 13:37:29,0.480s,PASSED
"click(findTestObject(""Page_JPetStore Demo/CatsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:29,24-09-2024 13:37:30,0.488s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ManxCat""))",Chrome 128.0.0.0,,,24-09-2024 13:37:30,24-09-2024 13:37:30,0.503s,PASSED
"click(findTestObject(""Page_JPetStore Demo/TaillessManxAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:37:30,24-09-2024 13:37:31,0.494s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ReptilesLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:31,24-09-2024 13:37:31,0.479s,PASSED
"click(findTestObject(""Page_JPetStore Demo/RattleSnakeLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:31,24-09-2024 13:37:32,0.487s,PASSED
"click(findTestObject(""Page_JPetStore Demo/VenomlessAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:37:32,24-09-2024 13:37:32,0.505s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BirdsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:32,24-09-2024 13:37:33,0.493s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AmazonParrotLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:33,24-09-2024 13:37:33,0.516s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ParrotAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:37:33,24-09-2024 13:37:34,0.486s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,24-09-2024 13:37:34,24-09-2024 13:37:34,0.482s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,24-09-2024 13:37:34,24-09-2024 13:37:35,0.483s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,24-09-2024 13:37:35,24-09-2024 13:37:35,0.466s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:37:35,24-09-2024 13:37:35,0.277s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,24-09-2024 13:37:35,24-09-2024 13:37:36,0.637s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:37:36,24-09-2024 13:37:36,0.184s,PASSED
,,,,,,,
Test Cases/PurchaseBirds,Chrome 128.0.0.0,,,24-09-2024 13:37:36,24-09-2024 13:37:44,8.078s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:37:36,24-09-2024 13:37:38,1.752s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,24-09-2024 13:37:38,24-09-2024 13:37:40,2.296s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BirdsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:40,24-09-2024 13:37:41,0.479s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AmazonParrotLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:41,24-09-2024 13:37:41,0.485s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ParrotAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:37:41,24-09-2024 13:37:42,0.492s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,24-09-2024 13:37:42,24-09-2024 13:37:42,0.496s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,24-09-2024 13:37:42,24-09-2024 13:37:43,0.479s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,24-09-2024 13:37:43,24-09-2024 13:37:43,0.493s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:37:43,24-09-2024 13:37:44,0.262s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,24-09-2024 13:37:44,24-09-2024 13:37:44,0.636s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:37:44,24-09-2024 13:37:44,0.111s,PASSED
,,,,,,,
Test Cases/PurchaseCats,Chrome 128.0.0.0,,,24-09-2024 13:37:44,24-09-2024 13:37:53,8.327s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:37:45,24-09-2024 13:37:46,1.796s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,24-09-2024 13:37:46,24-09-2024 13:37:49,2.235s,PASSED
"click(findTestObject(""Page_JPetStore Demo/CatsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:49,24-09-2024 13:37:49,0.487s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ManxCat""))",Chrome 128.0.0.0,,,24-09-2024 13:37:49,24-09-2024 13:37:50,0.509s,PASSED
"click(findTestObject(""Page_JPetStore Demo/TaillessManxAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:37:50,24-09-2024 13:37:50,0.470s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,24-09-2024 13:37:50,24-09-2024 13:37:51,0.530s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,24-09-2024 13:37:51,24-09-2024 13:37:51,0.506s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,24-09-2024 13:37:51,24-09-2024 13:37:52,0.487s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:37:52,24-09-2024 13:37:52,0.261s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,24-09-2024 13:37:52,24-09-2024 13:37:53,0.636s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:37:53,24-09-2024 13:37:53,0.170s,PASSED
,,,,,,,
Test Cases/PurchaseDogs,Chrome 128.0.0.0,,,24-09-2024 13:37:53,24-09-2024 13:38:01,8.712s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:37:53,24-09-2024 13:37:55,1.965s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,24-09-2024 13:37:55,24-09-2024 13:37:57,2.317s,PASSED
"click(findTestObject(""Page_JPetStore Demo/DogsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:57,24-09-2024 13:37:58,0.507s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BulldogLink""))",Chrome 128.0.0.0,,,24-09-2024 13:37:58,24-09-2024 13:37:58,0.492s,PASSED
"click(findTestObject(""Page_JPetStore Demo/MaleBullDog""))",Chrome 128.0.0.0,,,24-09-2024 13:37:58,24-09-2024 13:37:59,0.507s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,24-09-2024 13:37:59,24-09-2024 13:37:59,0.526s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,24-09-2024 13:37:59,24-09-2024 13:38:00,0.541s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,24-09-2024 13:38:00,24-09-2024 13:38:00,0.512s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:38:00,24-09-2024 13:38:01,0.259s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,24-09-2024 13:38:01,24-09-2024 13:38:01,0.678s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:38:01,24-09-2024 13:38:01,0.207s,PASSED
,,,,,,,
Test Cases/PurchaseFish,Chrome 128.0.0.0,,,24-09-2024 13:38:01,24-09-2024 13:38:10,8.744s,PASSED
"openBrowser("""")",Chrome 128.0.0.0,,,24-09-2024 13:38:02,24-09-2024 13:38:03,0.917s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 128.0.0.0,,,24-09-2024 13:38:03,24-09-2024 13:38:03,0.923s,PASSED
"click(findTestObject(""Page_JPetStore Demo/a_Sign In""), STOP_ON_FAILURE)",Chrome 128.0.0.0,,,24-09-2024 13:38:03,24-09-2024 13:38:04,0.507s,PASSED
"setText(findTestObject(""Page_JPetStore Demo/input_Need a user name and password_username""), ""testuser"")",Chrome 128.0.0.0,,,24-09-2024 13:38:04,24-09-2024 13:38:05,0.558s,PASSED
"setText(findTestObject(""Page_JPetStore Demo/input_New password_password""), ""testuser"")",Chrome 128.0.0.0,,,24-09-2024 13:38:05,24-09-2024 13:38:05,0.575s,PASSED
"click(findTestObject(""Page_JPetStore Demo/input_Need a user name and password_signon""))",Chrome 128.0.0.0,,,24-09-2024 13:38:05,24-09-2024 13:38:06,0.618s,PASSED
"click(findTestObject(""Page_JPetStore Demo/FishLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:06,24-09-2024 13:38:06,0.498s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AngelFish""))",Chrome 128.0.0.0,,,24-09-2024 13:38:06,24-09-2024 13:38:07,0.472s,PASSED
"click(findTestObject(""Page_JPetStore Demo/LargeAngelFish""))",Chrome 128.0.0.0,,,24-09-2024 13:38:07,24-09-2024 13:38:07,0.519s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,24-09-2024 13:38:07,24-09-2024 13:38:08,0.465s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/ContinueButton""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:38:08,24-09-2024 13:38:08,0.268s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,24-09-2024 13:38:08,24-09-2024 13:38:09,0.701s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,24-09-2024 13:38:09,24-09-2024 13:38:09,0.488s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:38:09,24-09-2024 13:38:09,0.264s,PASSED
"click(findTestObject(""Page_JPetStore Demo/signoutlink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:09,24-09-2024 13:38:10,0.644s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:38:10,24-09-2024 13:38:10,0.134s,PASSED
,,,,,,,
Test Cases/PurchaseReptiles,Chrome 128.0.0.0,,,24-09-2024 13:38:10,24-09-2024 13:38:18,8.168s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:38:10,24-09-2024 13:38:12,1.832s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,24-09-2024 13:38:12,24-09-2024 13:38:14,2.249s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ReptilesLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:14,24-09-2024 13:38:15,0.469s,PASSED
"click(findTestObject(""Page_JPetStore Demo/RattleSnakeLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:15,24-09-2024 13:38:15,0.458s,PASSED
"click(findTestObject(""Page_JPetStore Demo/VenomlessAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:38:15,24-09-2024 13:38:16,0.477s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ProceedToCheckout""))",Chrome 128.0.0.0,,,24-09-2024 13:38:16,24-09-2024 13:38:16,0.485s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ContinueButton""))",Chrome 128.0.0.0,,,24-09-2024 13:38:16,24-09-2024 13:38:17,0.493s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ConfirmButton""))",Chrome 128.0.0.0,,,24-09-2024 13:38:17,24-09-2024 13:38:17,0.490s,PASSED
"verifyElementPresent(findTestObject(""Page_JPetStore Demo/OrderSubmittedLabel""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:38:17,24-09-2024 13:38:18,0.255s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,24-09-2024 13:38:18,24-09-2024 13:38:18,0.651s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:38:18,24-09-2024 13:38:18,0.133s,PASSED
,,,,,,,
Test Cases/RemoveCart,Chrome 128.0.0.0,,,24-09-2024 13:38:18,24-09-2024 13:38:26,7.324s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:38:19,24-09-2024 13:38:20,1.724s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,24-09-2024 13:38:20,24-09-2024 13:38:22,2.195s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BirdsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:22,24-09-2024 13:38:23,0.462s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AmazonParrotLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:23,24-09-2024 13:38:23,0.482s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ParrotAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:38:23,24-09-2024 13:38:24,0.473s,PASSED
"click(findTestObject(""Page_JPetStore Demo/Remove""))",Chrome 128.0.0.0,,,24-09-2024 13:38:24,24-09-2024 13:38:24,0.495s,PASSED
"verifyElementNotPresent(findTestObject(""Page_JPetStore Demo/Remove""), 0)",Chrome 128.0.0.0,,,24-09-2024 13:38:24,24-09-2024 13:38:25,0.523s,PASSED
PetStoreKeyword.logout(),Chrome 128.0.0.0,,,24-09-2024 13:38:25,24-09-2024 13:38:26,0.643s,PASSED
BrowserFunctionKeyword.closeBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:38:26,24-09-2024 13:38:26,0.154s,PASSED
,,,,,,,
Test Cases/TotalPetPrice,Chrome 128.0.0.0,,,24-09-2024 13:38:26,24-09-2024 13:38:38,12.405s,PASSED
BrowserFunctionKeyword.lauchBrowser(),Chrome 128.0.0.0,,,24-09-2024 13:38:26,24-09-2024 13:38:28,1.681s,PASSED
PetStoreKeyword.login(),Chrome 128.0.0.0,,,24-09-2024 13:38:28,24-09-2024 13:38:30,2.347s,PASSED
"click(findTestObject(""Page_JPetStore Demo/FishLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:30,24-09-2024 13:38:30,0.474s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AngelFish""))",Chrome 128.0.0.0,,,24-09-2024 13:38:30,24-09-2024 13:38:31,0.470s,PASSED
"click(findTestObject(""Page_JPetStore Demo/LargeAngelFish""))",Chrome 128.0.0.0,,,24-09-2024 13:38:31,24-09-2024 13:38:31,0.481s,PASSED
"click(findTestObject(""Page_JPetStore Demo/DogsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:31,24-09-2024 13:38:32,0.477s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BulldogLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:32,24-09-2024 13:38:32,0.468s,PASSED
"click(findTestObject(""Page_JPetStore Demo/MaleBullDog""))",Chrome 128.0.0.0,,,24-09-2024 13:38:32,24-09-2024 13:38:33,0.487s,PASSED
"click(findTestObject(""Page_JPetStore Demo/CatsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:33,24-09-2024 13:38:33,0.479s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ManxCat""))",Chrome 128.0.0.0,,,24-09-2024 13:38:33,24-09-2024 13:38:34,0.489s,PASSED
"click(findTestObject(""Page_JPetStore Demo/TaillessManxAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:38:34,24-09-2024 13:38:34,0.504s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ReptilesLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:34,24-09-2024 13:38:35,0.522s,PASSED
"click(findTestObject(""Page_JPetStore Demo/RattleSnakeLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:35,24-09-2024 13:38:35,0.536s,PASSED
"click(findTestObject(""Page_JPetStore Demo/VenomlessAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:38:35,24-09-2024 13:38:36,0.535s,PASSED
"click(findTestObject(""Page_JPetStore Demo/BirdsLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:36,24-09-2024 13:38:36,0.539s,PASSED
"click(findTestObject(""Page_JPetStore Demo/AmazonParrotLink""))",Chrome 128.0.0.0,,,24-09-2024 13:38:36,24-09-2024 13:38:37,0.588s,PASSED
"click(findTestObject(""Page_JPetStore Demo/ParrotAddtoCart""))",Chrome 128.0.0.0,,,24-09-2024 13:38:37,24-09-2024 13:38:38,0.536s,PASSED
"testObj = findTestObject(""Object Repository/Page_JPetStore Demo/TotalCostColumn"")",Chrome 128.0.0.0,,,24-09-2024 13:38:38,24-09-2024 13:38:38,0.027s,PASSED
"elements = findWebElements(testObj, 10)",Chrome 128.0.0.0,,,24-09-2024 13:38:38,24-09-2024 13:38:38,0.297s,PASSED
sumOftTotalCartValue = 0,Chrome 128.0.0.0,,,24-09-2024 13:38:38,24-09-2024 13:38:38,0.000s,PASSED
"for ([i = 0, i < elements.size(), (++i)])",Chrome 128.0.0.0,,,24-09-2024 13:38:38,24-09-2024 13:38:38,0.135s,PASSED
logInfo(sumOftTotalCartValue.toString()),Chrome 128.0.0.0,,,24-09-2024 13:38:38,24-09-2024 13:38:38,0.015s,PASSED
